opportunity_id,account_id,contact_id,lead_id,rep_id,product_id,source,created_date,deal_value,discount_requested_pct,num_stakeholders,expected_close_date,actual_close_date,stage,stage_reached_before_close,close_status,lost_reason,sales_cycle_days_planned
175,81805,163593,539,92,9,Inbound - Web,2025-03-28,539400.0,22.1,5,2025-06-11,2025-06-11,Closed Lost,Negotiation,Closed Lost,Pricing Too High,75
176,6414,12898,549,22,12,Trade Show / Event,2024-06-15,29100.0,2.7,4,2024-07-29,2024-07-29,Closed Won,Negotiation,Closed Won,,44
177,15521,31116,553,65,2,Inbound - Web,2025-06-21,115900.0,14.2,4,2025-07-27,2025-07-27,Closed Lost,Proposal,Closed Lost,Pricing Too High,36
178,76552,153135,555,43,10,Outbound - Cold Call,2024-03-01,486300.0,7.4,8,2024-04-28,2024-04-28,Closed Lost,Proposal,Closed Lost,Chose Competitor,58
179,28397,56903,563,145,13,Partner Channel,2024-06-13,57200.0,5.1,3,2024-08-15,2024-08-15,Closed Lost,Negotiation,Closed Lost,Chose Competitor,63
180,58849,117713,570,34,11,Outbound - Email,2026-01-07,33200.0,0.2,1,2026-02-05,2026-02-05,Closed Won,Negotiation,Closed Won,,29
181,739,1495,572,100,8,Inbound - Web,2024-04-08,65700.0,13.7,3,2024-06-25,2024-06-25,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,78
182,96101,192227,577,165,13,Trade Show / Event,2025-10-12,95200.0,14.0,2,2025-12-17,2025-12-17,Closed Lost,Proposal,Closed Lost,Budget Constraints,66
183,16211,32476,578,152,1,Outbound - Email,2024-05-16,1396100.0,27.1,11,2025-01-05,2025-01-05,Closed Lost,Proposal,Closed Lost,Budget Constraints,234
184,40954,81959,580,172,14,Outbound - Cold Call,2025-01-02,21500.0,9.0,5,2025-03-17,2025-03-17,Closed Lost,Negotiation,Closed Lost,Chose Competitor,74
185,100988,202020,585,39,3,Partner Channel,2024-06-11,313100.0,19.2,2,2024-09-02,2024-09-02,Closed Lost,Negotiation,Closed Lost,Feature Gap,83
186,59753,119574,586,13,12,Referral,2024-05-12,234500.0,8.1,3,2024-07-18,2024-07-18,Closed Won,Negotiation,Closed Won,,67
187,54199,108391,592,79,1,Inbound - Web,2025-12-06,503300.0,4.9,1,2025-12-27,2025-12-27,Closed Won,Negotiation,Closed Won,,21
188,28650,57389,595,33,13,Partner Channel,2025-09-28,55900.0,14.3,4,2025-12-25,2025-12-25,Closed Won,Negotiation,Closed Won,,88
189,104701,209570,597,48,6,Inbound - Web,2024-11-12,708800.0,15.8,4,2025-01-12,2025-01-12,Closed Won,Negotiation,Closed Won,,61
190,62672,125402,601,127,7,Outbound - Email,2026-05-22,25900.0,0.8,3,2026-07-17,2026-07-17,Closed Won,Negotiation,Closed Won,,56
191,113273,226680,603,179,1,Outbound - Cold Call,2024-10-21,420500.0,16.8,6,2025-01-12,2025-01-12,Closed Lost,Negotiation,Closed Lost,Feature Gap,83
192,29791,59703,605,109,14,Outbound - Cold Call,2026-07-07,25600.0,2.2,3,2026-08-23,2026-08-23,Closed Won,Negotiation,Closed Won,,47
193,76315,152648,608,66,4,Inbound - Web,2024-07-27,79300.0,7.7,4,2024-09-13,2024-09-13,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,48
194,56169,112323,612,30,9,Trade Show / Event,2026-06-20,58600.0,9.7,1,2026-07-26,2026-07-26,Closed Lost,Proposal,Closed Lost,Chose Competitor,36
195,18538,37070,613,31,3,Inbound - Web,2024-09-24,983000.0,18.3,2,2024-11-19,2024-11-19,Closed Won,Negotiation,Closed Won,,56
196,82526,165020,614,26,2,Outbound - Email,2025-01-23,59100.0,2.4,2,2025-03-24,2025-03-24,Closed Lost,Negotiation,Closed Lost,Champion Left Company,60
197,42199,84413,620,98,5,Outbound - Email,2025-10-07,78200.0,14.7,2,2025-11-11,2025-11-11,Closed Lost,Negotiation,Closed Lost,Champion Left Company,35
198,81809,163604,621,178,7,Inbound - Web,2025-09-06,80900.0,9.6,7,2025-12-25,2025-12-25,Closed Lost,Proposal,Closed Lost,Pricing Too High,110
199,119114,238313,622,152,2,Referral,2025-11-21,977700.0,18.7,7,2026-05-02,2026-05-02,Closed Won,Negotiation,Closed Won,,162
200,24879,49811,623,174,4,Outbound - Email,2025-06-05,640300.0,11.7,4,2025-08-23,2025-08-23,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,79
201,5860,11789,628,128,3,Referral,2025-11-08,708000.0,23.3,4,2026-02-13,2026-02-13,Closed Won,Negotiation,Closed Won,,97
202,47403,94693,637,123,9,Inbound - Web,2026-08-04,38400.0,1.6,1,2026-09-30,,Negotiation,Negotiation,Open,,57
203,34584,69219,638,24,9,Referral,2026-06-08,219500.0,10.1,9,2027-06-14,,Needs Analysis,Needs Analysis,Open,,371
204,27482,55075,645,150,10,Inbound - Web,2024-04-20,31100.0,5.7,3,2024-06-19,2024-06-19,Closed Lost,Negotiation,Closed Lost,Budget Constraints,60
205,55013,110017,646,121,15,Trade Show / Event,2026-07-19,47900.0,10.5,1,2027-01-21,,Needs Analysis,Needs Analysis,Open,,186
206,96773,193589,650,78,13,Trade Show / Event,2024-08-10,21400.0,0.0,1,2024-10-10,2024-10-10,Closed Won,Negotiation,Closed Won,,61
207,47640,95207,651,161,3,Outbound - Email,2024-06-09,88200.0,2.4,2,2024-07-17,2024-07-17,Closed Won,Negotiation,Closed Won,,38
208,50907,101715,652,56,4,Outbound - Email,2025-05-07,186100.0,8.8,3,2025-06-18,2025-06-18,Closed Won,Negotiation,Closed Won,,42
209,84556,169077,654,38,2,Trade Show / Event,2025-05-04,547200.0,12.1,4,2025-07-08,2025-07-08,Closed Won,Negotiation,Closed Won,,65
210,74705,149474,655,117,11,Trade Show / Event,2024-11-11,6100.0,1.8,2,2024-12-06,2024-12-06,Closed Lost,Proposal,Closed Lost,Chose Competitor,25
211,119269,238630,656,64,13,Inbound - Web,2024-11-30,266200.0,11.0,5,2025-03-20,2025-03-20,Closed Won,Negotiation,Closed Won,,110
212,56637,113258,663,23,7,Inbound - Web,2025-07-21,33500.0,9.9,3,2025-12-04,2025-12-04,Closed Lost,Proposal,Closed Lost,Pricing Too High,136
213,9177,18441,664,177,8,Trade Show / Event,2026-01-18,65400.0,9.9,3,2026-03-26,2026-03-26,Closed Lost,Negotiation,Closed Lost,Chose Competitor,67
214,38918,77865,665,144,7,Referral,2024-05-12,17800.0,3.4,2,2024-06-15,2024-06-15,Closed Lost,Proposal,Closed Lost,Chose Competitor,34
215,81764,163502,666,134,4,Partner Channel,2026-08-11,1146900.0,17.6,4,2026-11-11,,Proposal,Proposal,Open,,92
216,20678,41414,667,94,16,Outbound - Email,2024-07-29,242000.0,16.0,4,2024-12-17,2024-12-17,Closed Lost,Proposal,Closed Lost,Budget Constraints,141
217,40343,80716,670,163,7,Trade Show / Event,2026-08-28,10700.0,6.0,2,2026-09-18,2026-09-18,Closed Lost,Proposal,Closed Lost,No Decision / Timing,21
218,90597,181157,672,127,1,Inbound - Web,2024-11-17,284300.0,8.6,5,2024-12-23,2024-12-23,Closed Lost,Negotiation,Closed Lost,Pricing Too High,36
219,55592,111163,673,18,14,Trade Show / Event,2026-03-05,46300.0,12.6,4,2026-06-17,2026-06-17,Closed Lost,Proposal,Closed Lost,Pricing Too High,104
220,58859,117740,677,18,12,Partner Channel,2025-03-22,24600.0,1.7,4,2025-06-03,2025-06-03,Closed Won,Negotiation,Closed Won,,73
221,96229,192493,680,128,4,Outbound - Cold Call,2024-02-10,336300.0,7.5,2,2024-05-05,2024-05-05,Closed Lost,Proposal,Closed Lost,No Decision / Timing,85
222,82720,165400,687,10,15,Outbound - Cold Call,2024-09-11,46700.0,4.5,1,2024-12-11,2024-12-11,Closed Won,Negotiation,Closed Won,,91
223,51289,102508,692,109,5,Inbound - Web,2025-07-31,63800.0,16.1,4,2025-10-19,2025-10-19,Closed Won,Negotiation,Closed Won,,80
224,39,76,693,5,4,Partner Channel,2024-03-30,82400.0,5.7,4,2024-05-05,2024-05-05,Closed Won,Negotiation,Closed Won,,36
225,9774,19605,694,89,14,Outbound - Cold Call,2024-03-09,1800.0,0.0,1,2024-04-29,2024-04-29,Closed Won,Negotiation,Closed Won,,51
226,11622,23264,695,54,1,Partner Channel,2025-04-04,535300.0,22.2,4,2025-08-11,2025-08-11,Closed Won,Negotiation,Closed Won,,129
227,4904,9854,702,120,8,Inbound - Web,2025-02-05,63200.0,9.1,3,2025-03-31,2025-03-31,Closed Lost,Proposal,Closed Lost,No Decision / Timing,54
228,76290,152602,704,87,16,Outbound - Email,2024-06-16,36200.0,8.5,1,2024-08-13,2024-08-13,Closed Won,Negotiation,Closed Won,,58
229,101349,202774,705,87,4,Inbound - Web,2024-09-18,326000.0,19.1,1,2024-10-20,2024-10-20,Closed Won,Negotiation,Closed Won,,32
230,92115,184234,706,132,10,Inbound - Web,2025-01-13,75200.0,5.5,2,2025-04-19,2025-04-19,Closed Lost,Proposal,Closed Lost,Budget Constraints,96
231,27443,54998,709,101,16,Trade Show / Event,2025-03-01,37200.0,13.9,2,2025-03-29,2025-03-29,Closed Lost,Proposal,Closed Lost,No Decision / Timing,28
232,109204,218494,710,33,9,Outbound - Cold Call,2024-10-10,20800.0,1.5,2,2024-11-25,2024-11-25,Closed Lost,Negotiation,Closed Lost,Chose Competitor,46
233,45778,91506,712,64,11,Partner Channel,2025-08-24,25800.0,10.9,3,2025-11-10,2025-11-10,Closed Lost,Negotiation,Closed Lost,Champion Left Company,78
234,13122,26269,715,58,4,Referral,2024-04-04,230000.0,6.2,1,2024-05-23,2024-05-23,Closed Lost,Negotiation,Closed Lost,Chose Competitor,49
235,96967,193986,719,23,3,Outbound - Email,2025-03-07,139400.0,8.5,1,2025-03-31,2025-03-31,Closed Lost,Negotiation,Closed Lost,Champion Left Company,24
236,28259,56613,722,87,11,Inbound - Web,2025-09-27,8500.0,8.1,3,2025-12-09,2025-12-09,Closed Won,Negotiation,Closed Won,,73
237,45634,91225,724,52,5,Partner Channel,2025-04-12,126100.0,13.4,3,2025-06-28,2025-06-28,Closed Won,Negotiation,Closed Won,,77
238,32422,64938,730,145,15,Trade Show / Event,2025-08-05,25000.0,9.8,5,2025-10-08,2025-10-08,Closed Won,Negotiation,Closed Won,,64
239,26742,53580,732,8,4,Trade Show / Event,2024-10-25,130200.0,10.4,3,2024-12-09,2024-12-09,Closed Lost,Negotiation,Closed Lost,Chose Competitor,45
240,72158,144337,733,148,5,Partner Channel,2025-12-28,56900.0,0.0,1,2026-02-02,2026-02-02,Closed Lost,Proposal,Closed Lost,No Decision / Timing,36
241,91141,182271,740,129,2,Partner Channel,2025-02-23,165000.0,13.4,1,2025-03-31,2025-03-31,Closed Won,Negotiation,Closed Won,,36
242,16130,32309,741,148,9,Referral,2024-04-29,14800.0,1.0,1,2024-06-17,2024-06-17,Closed Won,Negotiation,Closed Won,,49
243,91695,183397,757,79,3,Outbound - Cold Call,2024-07-11,240100.0,16.7,1,2024-08-14,2024-08-14,Closed Lost,Negotiation,Closed Lost,Feature Gap,34
244,107539,215185,758,29,2,Outbound - Cold Call,2024-03-22,458500.0,28.7,3,2024-05-25,2024-05-25,Closed Lost,Negotiation,Closed Lost,Pricing Too High,64
245,89878,179666,759,70,9,Inbound - Web,2026-03-08,20700.0,11.1,4,2026-04-24,2026-04-24,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,47
246,79429,158848,770,98,10,Referral,2025-10-29,203700.0,21.3,1,2025-12-01,2025-12-01,Closed Won,Negotiation,Closed Won,,33
247,55750,111488,772,1,2,Inbound - Web,2025-09-15,69300.0,0.1,3,2025-11-07,2025-11-07,Closed Lost,Proposal,Closed Lost,Pricing Too High,53
248,11185,22413,776,148,14,Inbound - Web,2025-11-04,3900.0,0.0,3,2025-11-25,2025-11-25,Closed Lost,Proposal,Closed Lost,Chose Competitor,21
249,33609,67274,778,62,3,Inbound - Web,2024-03-31,48900.0,9.6,3,2024-05-24,2024-05-24,Closed Lost,Negotiation,Closed Lost,Champion Left Company,54
250,10439,20929,779,79,10,Trade Show / Event,2025-06-13,55900.0,5.2,4,2025-08-09,2025-08-09,Closed Lost,Proposal,Closed Lost,Budget Constraints,57
251,50901,101700,780,37,16,Trade Show / Event,2024-09-12,54500.0,9.9,6,2024-10-23,2024-10-23,Closed Won,Negotiation,Closed Won,,41
252,56326,112639,781,102,14,Outbound - Email,2024-08-17,4800.0,8.4,3,2024-10-12,2024-10-12,Closed Lost,Negotiation,Closed Lost,Feature Gap,56
253,74059,148178,783,98,5,Partner Channel,2026-07-09,110700.0,14.0,2,2026-08-29,2026-08-29,Closed Lost,Proposal,Closed Lost,Pricing Too High,51
254,82133,164225,784,9,8,Referral,2026-06-25,49900.0,13.6,1,2026-08-07,2026-08-07,Closed Won,Negotiation,Closed Won,,43
255,48929,97795,790,125,10,Inbound - Web,2025-03-23,218500.0,17.8,5,2025-06-02,2025-06-02,Closed Won,Negotiation,Closed Won,,71
256,107994,216105,795,172,7,Partner Channel,2025-05-30,41900.0,13.6,1,2025-07-16,2025-07-16,Closed Won,Negotiation,Closed Won,,47
257,101223,202503,798,92,10,Outbound - Email,2025-11-03,22800.0,3.5,2,2026-01-06,2026-01-06,Closed Won,Negotiation,Closed Won,,64
258,84908,169795,800,173,14,Trade Show / Event,2025-05-08,2600.0,0.0,2,2025-06-16,2025-06-16,Closed Lost,Negotiation,Closed Lost,Feature Gap,39
259,92517,185072,805,55,10,Referral,2026-08-09,34900.0,2.7,5,2026-09-21,,Negotiation,Negotiation,Open,,43
260,106455,212992,807,99,16,Partner Channel,2024-10-09,51300.0,5.9,5,2024-12-09,2024-12-09,Closed Lost,Negotiation,Closed Lost,Chose Competitor,61
261,60041,120146,808,112,1,Referral,2024-08-10,169500.0,18.5,1,2024-09-13,2024-09-13,Closed Lost,Negotiation,Closed Lost,Pricing Too High,34
262,23373,46803,809,137,2,Outbound - Cold Call,2026-01-11,395400.0,11.3,4,2026-07-04,2026-07-04,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,174
263,106301,212666,814,33,10,Referral,2024-07-23,177400.0,8.9,3,2024-09-09,2024-09-09,Closed Won,Negotiation,Closed Won,,48
264,59282,118606,815,32,14,Outbound - Email,2025-12-07,2100.0,0.0,6,2026-01-14,2026-01-14,Closed Lost,Proposal,Closed Lost,No Decision / Timing,38
265,71924,143884,816,93,2,Partner Channel,2024-08-31,166600.0,5.2,1,2024-09-27,2024-09-27,Closed Won,Negotiation,Closed Won,,27
266,3223,6438,822,76,3,Partner Channel,2026-05-29,151400.0,7.6,5,2026-07-23,2026-07-23,Closed Won,Negotiation,Closed Won,,55
267,42676,85373,823,137,10,Inbound - Web,2026-04-09,839300.0,7.7,7,2026-12-06,,Proposal,Proposal,Open,,241
268,66775,133579,824,107,3,Outbound - Cold Call,2026-01-03,933900.0,13.6,2,2026-03-12,2026-03-12,Closed Won,Negotiation,Closed Won,,68
269,59290,118621,827,178,4,Outbound - Cold Call,2025-03-03,533400.0,15.8,1,2025-05-30,2025-05-30,Closed Lost,Negotiation,Closed Lost,Pricing Too High,88
270,72525,145057,828,74,3,Outbound - Cold Call,2025-11-18,397500.0,10.7,3,2026-03-14,2026-03-14,Closed Won,Negotiation,Closed Won,,116
271,39289,78594,830,165,4,Inbound - Web,2026-07-04,525500.0,7.0,8,2026-12-25,,Proposal,Proposal,Open,,174
272,90863,181728,834,169,3,Referral,2025-09-18,213200.0,11.5,3,2025-11-19,2025-11-19,Closed Won,Negotiation,Closed Won,,62
273,79509,159013,835,158,8,Referral,2024-06-04,36200.0,2.4,3,2024-08-07,2024-08-07,Closed Lost,Negotiation,Closed Lost,Champion Left Company,64
274,105815,211719,841,70,2,Outbound - Cold Call,2026-08-05,224500.0,5.7,3,2026-08-31,2026-08-31,Closed Won,Negotiation,Closed Won,,26
275,105090,210325,842,100,6,Outbound - Email,2026-04-24,758000.0,14.3,4,2026-09-06,2026-09-06,Closed Won,Negotiation,Closed Won,,135
276,29583,59258,846,78,1,Outbound - Cold Call,2024-10-09,401400.0,7.5,3,2024-11-10,2024-11-10,Closed Won,Negotiation,Closed Won,,32
277,14323,28703,852,130,11,Inbound - Web,2025-01-04,6500.0,0.2,3,2025-02-07,2025-02-07,Closed Lost,Negotiation,Closed Lost,Pricing Too High,34
278,77141,154294,853,36,8,Trade Show / Event,2024-03-05,25300.0,4.4,3,2024-06-14,2024-06-14,Closed Won,Negotiation,Closed Won,,101
279,23817,47697,856,78,6,Outbound - Cold Call,2025-12-03,92800.0,9.3,3,2026-01-07,2026-01-07,Closed Lost,Negotiation,Closed Lost,Feature Gap,35
280,1550,3116,860,109,12,Referral,2025-08-04,52600.0,14.4,3,2025-10-04,2025-10-04,Closed Lost,Proposal,Closed Lost,Pricing Too High,61
281,38655,77348,862,144,9,Referral,2024-07-07,17000.0,3.4,1,2024-08-12,2024-08-12,Closed Lost,Negotiation,Closed Lost,Budget Constraints,36
282,43694,87371,870,28,4,Inbound - Web,2025-10-11,240600.0,1.9,3,2025-12-06,2025-12-06,Closed Lost,Proposal,Closed Lost,Feature Gap,56
283,95311,190671,871,15,12,Inbound - Web,2025-01-04,84100.0,16.3,3,2025-02-28,2025-02-28,Closed Won,Negotiation,Closed Won,,55
284,105368,210865,874,130,3,Partner Channel,2024-10-15,180200.0,13.3,3,2024-12-30,2024-12-30,Closed Lost,Proposal,Closed Lost,Budget Constraints,76
285,100038,200090,875,32,6,Outbound - Email,2026-02-22,458900.0,5.7,2,2026-03-22,2026-03-22,Closed Lost,Proposal,Closed Lost,Feature Gap,28
286,86944,173849,881,172,1,Inbound - Web,2025-05-08,79700.0,5.0,2,2025-06-21,2025-06-21,Closed Won,Negotiation,Closed Won,,44
287,65197,130421,886,67,12,Partner Channel,2024-06-18,71000.0,11.6,4,2024-07-31,2024-07-31,Closed Lost,Negotiation,Closed Lost,Champion Left Company,43
288,9260,18615,887,22,3,Inbound - Web,2025-05-11,117800.0,15.7,2,2025-06-17,2025-06-17,Closed Lost,Proposal,Closed Lost,No Decision / Timing,37
289,54081,108144,899,122,16,Outbound - Cold Call,2024-04-17,53500.0,5.9,6,2024-06-11,2024-06-11,Closed Lost,Proposal,Closed Lost,Chose Competitor,55
290,91491,182990,903,121,8,Partner Channel,2025-01-04,228200.0,19.1,8,2025-08-28,2025-08-28,Closed Lost,Negotiation,Closed Lost,Chose Competitor,236
291,58947,117921,904,139,10,Referral,2025-08-11,126500.0,2.9,3,2025-10-06,2025-10-06,Closed Won,Negotiation,Closed Won,,56
292,68903,137813,906,26,11,Partner Channel,2025-04-20,9600.0,1.4,4,2025-05-18,2025-05-18,Closed Lost,Proposal,Closed Lost,Feature Gap,28
293,114145,228451,910,30,11,Inbound - Web,2026-07-21,74000.0,8.7,4,2026-09-08,2026-09-08,Closed Won,Negotiation,Closed Won,,49
294,2693,5359,918,83,2,Outbound - Email,2026-07-25,113800.0,7.9,4,2026-09-24,,Negotiation,Negotiation,Open,,61
295,51422,102783,920,169,1,Trade Show / Event,2024-06-23,2309100.0,16.0,4,2024-10-05,2024-10-05,Closed Won,Negotiation,Closed Won,,104
296,88680,177301,932,1,12,Referral,2024-12-24,56600.0,6.5,5,2025-02-15,2025-02-15,Closed Won,Negotiation,Closed Won,,53
297,116723,233586,935,97,15,Referral,2026-06-28,12600.0,2.5,1,2026-08-30,2026-08-30,Closed Won,Negotiation,Closed Won,,63
298,68414,136847,936,99,15,Inbound - Web,2025-10-02,7800.0,0.0,2,2025-10-24,2025-10-24,Closed Lost,Negotiation,Closed Lost,Champion Left Company,22
299,99161,198335,938,171,1,Inbound - Web,2025-01-21,120700.0,6.8,2,2025-02-23,2025-02-23,Closed Lost,Proposal,Closed Lost,Chose Competitor,33
300,1507,3030,946,68,14,Inbound - Web,2024-07-16,5400.0,8.1,5,2024-09-28,2024-09-28,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,74
301,101699,203489,948,19,6,Referral,2024-10-11,575000.0,10.5,4,2024-12-14,2024-12-14,Closed Lost,Proposal,Closed Lost,Feature Gap,64
302,41231,82492,952,117,15,Inbound - Web,2025-09-05,44800.0,9.1,5,2025-11-12,2025-11-12,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,68
303,918,1840,955,64,3,Partner Channel,2024-04-20,144500.0,4.4,3,2024-06-05,2024-06-05,Closed Lost,Negotiation,Closed Lost,Chose Competitor,46
304,114025,228203,957,165,15,Trade Show / Event,2025-10-22,5500.0,9.0,7,2026-01-09,2026-01-09,Closed Won,Negotiation,Closed Won,,79
305,84779,169528,959,132,2,Inbound - Web,2025-07-29,183600.0,19.3,1,2025-08-25,2025-08-25,Closed Won,Negotiation,Closed Won,,27
306,4927,9901,963,75,5,Inbound - Web,2026-02-05,220900.0,27.1,4,2026-03-29,2026-03-29,Closed Lost,Negotiation,Closed Lost,Champion Left Company,52
307,95639,191319,964,58,1,Outbound - Cold Call,2024-05-31,87000.0,22.2,3,2024-07-10,2024-07-10,Closed Won,Negotiation,Closed Won,,40
308,107260,214599,970,2,11,Inbound - Web,2025-12-28,211900.0,15.9,3,2026-04-15,2026-04-15,Closed Lost,Proposal,Closed Lost,No Decision / Timing,108
309,103135,206418,971,81,8,Outbound - Email,2026-03-13,55000.0,3.5,2,2026-06-30,2026-06-30,Closed Won,Negotiation,Closed Won,,109
310,52835,105621,975,81,5,Inbound - Web,2024-11-06,26600.0,7.9,3,2024-12-07,2024-12-07,Closed Won,Negotiation,Closed Won,,31
311,16045,32139,977,6,2,Partner Channel,2025-12-04,143600.0,7.7,2,2026-01-16,2026-01-16,Closed Lost,Negotiation,Closed Lost,Chose Competitor,43
312,25345,50737,978,87,1,Partner Channel,2025-03-19,1922500.0,20.1,6,2025-07-07,2025-07-07,Closed Lost,Negotiation,Closed Lost,Champion Left Company,110
313,47448,94785,983,69,10,Outbound - Cold Call,2025-09-04,578500.0,14.2,8,2025-10-19,2025-10-19,Closed Won,Negotiation,Closed Won,,45
314,53000,105965,984,68,12,Inbound - Web,2025-05-26,79800.0,4.6,3,2025-06-28,2025-06-28,Closed Lost,Proposal,Closed Lost,Budget Constraints,33
315,45506,90978,985,119,6,Referral,2025-06-10,448100.0,6.3,4,2025-09-30,2025-09-30,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,112
316,68622,137264,989,153,10,Referral,2026-04-04,286300.0,22.8,4,2026-06-16,2026-06-16,Closed Lost,Proposal,Closed Lost,Pricing Too High,73
317,12048,24107,990,126,4,Partner Channel,2024-01-17,108700.0,9.2,3,2024-03-28,2024-03-28,Closed Lost,Proposal,Closed Lost,Feature Gap,71
318,98247,196546,991,6,8,Outbound - Email,2024-11-22,39700.0,15.9,6,2025-04-11,2025-04-11,Closed Won,Negotiation,Closed Won,,140
319,93774,187604,1000,154,13,Trade Show / Event,2024-10-28,16300.0,5.4,4,2024-12-12,2024-12-12,Closed Lost,Negotiation,Closed Lost,Pricing Too High,45
320,65730,131522,1003,116,2,Trade Show / Event,2024-06-12,52000.0,2.0,2,2024-08-06,2024-08-06,Closed Lost,Proposal,Closed Lost,Chose Competitor,55
321,25301,50644,1005,179,7,Outbound - Cold Call,2024-03-21,35800.0,13.9,6,2024-06-16,2024-06-16,Closed Lost,Proposal,Closed Lost,Feature Gap,87
322,53860,107707,1009,141,9,Outbound - Cold Call,2026-08-08,216500.0,16.5,6,2027-01-28,,Needs Analysis,Needs Analysis,Open,,173
323,29489,59064,1018,12,9,Outbound - Cold Call,2025-03-10,45600.0,12.0,5,2025-07-15,2025-07-15,Closed Lost,Negotiation,Closed Lost,Pricing Too High,127
324,95632,191302,1021,43,13,Trade Show / Event,2024-07-02,41600.0,10.2,3,2024-08-12,2024-08-12,Closed Won,Negotiation,Closed Won,,41
325,111042,222180,1025,9,2,Outbound - Cold Call,2025-12-10,1210500.0,21.3,11,2026-08-03,2026-08-03,Closed Won,Negotiation,Closed Won,,236
326,78332,156650,1029,9,2,Outbound - Cold Call,2026-06-10,153200.0,13.1,2,2026-07-29,2026-07-29,Closed Lost,Negotiation,Closed Lost,Chose Competitor,49
327,23378,46814,1031,93,8,Referral,2025-03-03,110900.0,14.0,3,2025-06-16,2025-06-16,Closed Lost,Proposal,Closed Lost,Budget Constraints,105
328,75608,151247,1037,116,8,Inbound - Web,2025-06-25,29100.0,7.2,1,2025-08-26,2025-08-26,Closed Lost,Negotiation,Closed Lost,Pricing Too High,62
329,51798,103533,1041,167,4,Trade Show / Event,2025-07-11,484500.0,16.7,4,2025-09-19,2025-09-19,Closed Won,Negotiation,Closed Won,,70
330,102556,205231,1047,94,1,Outbound - Cold Call,2024-10-26,204900.0,16.9,4,2024-12-09,2024-12-09,Closed Lost,Proposal,Closed Lost,No Decision / Timing,44
331,49661,99221,1050,10,4,Trade Show / Event,2025-01-31,213400.0,0.0,4,2025-03-23,2025-03-23,Closed Lost,Negotiation,Closed Lost,Pricing Too High,51
332,100409,200857,1052,67,6,Partner Channel,2025-05-12,418500.0,18.2,8,2025-08-05,2025-08-05,Closed Lost,Proposal,Closed Lost,Budget Constraints,85
333,69531,139096,1062,7,15,Inbound - Web,2024-06-20,10600.0,5.4,4,2024-08-02,2024-08-02,Closed Lost,Proposal,Closed Lost,Budget Constraints,43
334,74613,149299,1065,96,16,Trade Show / Event,2026-05-19,15500.0,0.0,2,2026-06-13,2026-06-13,Closed Won,Negotiation,Closed Won,,25
335,119490,239077,1068,116,1,Inbound - Web,2025-04-24,61800.0,14.3,3,2025-06-16,2025-06-16,Closed Won,Negotiation,Closed Won,,53
336,60232,120537,1072,175,1,Inbound - Web,2024-07-24,2312300.0,25.9,6,2024-11-23,2024-11-23,Closed Won,Negotiation,Closed Won,,122
337,43599,87172,1075,137,7,Outbound - Cold Call,2024-03-31,27400.0,5.0,5,2024-05-26,2024-05-26,Closed Lost,Negotiation,Closed Lost,Budget Constraints,56
338,17252,34546,1081,34,15,Inbound - Web,2024-12-20,21200.0,5.9,2,2025-02-14,2025-02-14,Closed Won,Negotiation,Closed Won,,56
339,34731,69514,1085,148,3,Inbound - Web,2025-12-06,1732700.0,12.3,9,2026-04-07,2026-04-07,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,122
340,50285,100459,1088,53,14,Inbound - Web,2025-11-29,7200.0,5.8,3,2026-03-23,2026-03-23,Closed Lost,Negotiation,Closed Lost,Pricing Too High,114
341,82542,165048,1091,1,11,Referral,2025-01-27,9100.0,4.3,5,2025-03-16,2025-03-16,Closed Lost,Negotiation,Closed Lost,Champion Left Company,48
342,72589,145192,1092,113,14,Referral,2026-08-04,18900.0,6.6,2,2026-09-07,2026-09-07,Closed Won,Negotiation,Closed Won,,34
343,117372,234864,1100,153,12,Inbound - Web,2025-03-29,86000.0,7.9,8,2025-07-21,2025-07-21,Closed Won,Negotiation,Closed Won,,114
344,36883,73833,1102,9,6,Outbound - Email,2024-03-07,1526100.0,7.2,5,2024-05-29,2024-05-29,Closed Lost,Negotiation,Closed Lost,Chose Competitor,83
345,114840,229846,1104,73,5,Trade Show / Event,2024-04-27,49500.0,11.1,3,2024-05-31,2024-05-31,Closed Lost,Negotiation,Closed Lost,Champion Left Company,34
346,72564,145144,1107,14,4,Inbound - Web,2026-06-13,2411200.0,16.5,7,2026-08-31,2026-08-31,Closed Won,Negotiation,Closed Won,,79
347,7493,15018,1108,47,6,Outbound - Email,2025-02-28,575800.0,9.1,4,2025-05-28,2025-05-28,Closed Lost,Proposal,Closed Lost,Pricing Too High,89
348,77601,155209,1114,152,13,Referral,2026-04-06,54100.0,3.8,3,2026-05-22,2026-05-22,Closed Won,Negotiation,Closed Won,,46
349,21802,43645,1115,128,16,Trade Show / Event,2025-07-08,99800.0,14.4,2,2025-08-30,2025-08-30,Closed Lost,Proposal,Closed Lost,Chose Competitor,53
