lead_id,account_id,source,created_date,lead_score,status,converted_to_opportunity,contact_id
409,55492,Outbound - Cold Call,2025-01-27,72.0,Converted,True,110964
410,93075,Referral,2026-07-20,18.4,Nurturing,False,186194
411,39893,Referral,2025-11-18,62.3,Nurturing,False,79814
412,15096,Partner Channel,2024-08-10,11.0,Nurturing,False,30268
413,70035,Outbound - Email,2024-12-24,49.5,Nurturing,False,140097
414,86244,Referral,2025-02-21,44.1,Converted,True,172480
415,9017,Trade Show / Event,2024-01-29,18.9,Converted,True,18127
416,33141,Outbound - Email,2025-05-22,10.7,Nurturing,False,66340
417,78665,Outbound - Cold Call,2025-04-29,12.8,Nurturing,False,157330
418,80978,Outbound - Email,2025-06-11,61.2,Disqualified,False,161909
419,87852,Trade Show / Event,2024-04-29,21.1,Disqualified,False,175661
420,105030,Partner Channel,2025-05-28,14.4,Disqualified,False,210213
421,80187,Outbound - Email,2024-05-20,25.6,Converted,True,160359
422,39345,Partner Channel,2024-12-04,50.3,Converted,True,78704
423,87615,Outbound - Email,2025-06-27,38.7,Converted,True,175210
424,3396,Inbound - Web,2024-07-05,31.4,Disqualified,False,6772
425,8003,Referral,2024-02-04,24.1,Converted,True,16034
426,36748,Partner Channel,2025-01-09,28.8,Disqualified,False,73581
427,25967,Inbound - Web,2024-03-12,36.9,Disqualified,False,51995
428,56622,Outbound - Email,2024-08-29,20.3,Nurturing,False,113228
429,82260,Outbound - Email,2025-04-18,24.2,Nurturing,False,164500
430,76655,Inbound - Web,2024-05-02,6.3,Disqualified,False,153331
431,71211,Inbound - Web,2024-11-18,29.1,Nurturing,False,142446
432,17639,Outbound - Cold Call,2026-01-25,22.5,Nurturing,False,35323
433,98562,Partner Channel,2024-12-04,31.3,Disqualified,False,197176
434,3305,Inbound - Web,2026-06-23,16.0,Nurturing,False,6588
435,4310,Partner Channel,2025-05-01,26.8,Disqualified,False,8637
436,15926,Outbound - Cold Call,2025-01-09,19.2,Disqualified,False,31907
437,49148,Outbound - Email,2024-09-20,31.3,Disqualified,False,98226
438,79305,Trade Show / Event,2026-04-23,20.1,Disqualified,False,158598
439,109515,Outbound - Cold Call,2024-06-09,6.4,Disqualified,False,219134
440,77583,Outbound - Cold Call,2025-04-30,18.6,Nurturing,False,155169
441,92978,Outbound - Email,2024-06-23,35.4,Nurturing,False,185999
442,60053,Outbound - Cold Call,2024-03-31,21.5,Converted,True,120170
443,83234,Partner Channel,2024-07-31,27.9,Disqualified,False,166428
444,114100,Outbound - Cold Call,2026-06-20,35.2,Nurturing,False,228361
445,2831,Partner Channel,2024-06-11,57.4,Nurturing,False,5635
446,69419,Inbound - Web,2025-01-31,14.2,Converted,True,138863
447,17722,Trade Show / Event,2025-01-21,22.8,Nurturing,False,35482
448,92744,Inbound - Web,2024-06-06,52.8,Disqualified,False,185547
449,101688,Partner Channel,2025-09-05,29.7,Converted,True,203466
450,18268,Inbound - Web,2025-03-10,45.3,Converted,True,36534
451,5266,Trade Show / Event,2024-06-07,2.8,Converted,True,10591
452,20040,Outbound - Cold Call,2025-10-03,34.1,Nurturing,False,40119
453,67798,Referral,2024-02-23,37.8,Disqualified,False,135649
454,16596,Inbound - Web,2024-04-13,10.2,Nurturing,False,33232
455,27348,Referral,2024-04-02,47.5,Disqualified,False,54818
456,81447,Trade Show / Event,2026-07-24,36.1,Disqualified,False,162862
457,3788,Inbound - Web,2024-04-29,48.7,Converted,True,7560
458,22489,Inbound - Web,2024-08-30,31.2,Converted,True,45014
459,119717,Outbound - Cold Call,2025-08-19,19.3,Disqualified,False,239545
460,61628,Inbound - Web,2024-11-21,38.8,Nurturing,False,123294
461,98411,Trade Show / Event,2025-07-15,27.1,Converted,True,196864
462,3935,Inbound - Web,2026-07-17,27.3,Nurturing,False,7859
463,26216,Referral,2025-04-09,62.6,Converted,True,52521
464,99998,Referral,2024-07-05,25.1,Converted,True,200008
465,23486,Referral,2026-07-30,42.7,Converted,True,47035
466,73274,Outbound - Cold Call,2026-02-10,33.8,Disqualified,False,146604
467,61156,Referral,2026-05-15,53.9,Nurturing,False,122358
468,64877,Outbound - Cold Call,2025-04-20,29.8,Nurturing,False,129794
469,30054,Inbound - Web,2025-03-29,31.2,Converted,True,60233
470,38434,Inbound - Web,2025-06-19,11.8,Disqualified,False,76909
471,61370,Outbound - Cold Call,2025-04-06,20.0,Converted,True,122792
472,34235,Inbound - Web,2024-11-26,44.1,Converted,True,68534
473,34359,Trade Show / Event,2026-04-27,32.8,Nurturing,False,68784
474,16802,Trade Show / Event,2024-05-19,37.8,Converted,True,33643
475,33259,Trade Show / Event,2024-06-14,27.3,Disqualified,False,66567
476,61998,Inbound - Web,2025-08-24,36.3,Nurturing,False,124028
477,79666,Partner Channel,2026-02-11,40.4,Disqualified,False,159310
478,77655,Outbound - Email,2026-02-26,46.5,Converted,True,155308
479,79025,Partner Channel,2025-01-31,11.7,Disqualified,False,158059
480,93497,Inbound - Web,2025-01-01,38.7,Converted,True,187056
481,86145,Referral,2026-06-16,50.7,Converted,True,172266
482,48184,Outbound - Email,2024-12-01,25.6,Converted,True,96305
483,10883,Partner Channel,2026-04-29,32.1,Converted,True,21805
484,80620,Inbound - Web,2025-10-06,12.8,Disqualified,False,161199
485,85352,Referral,2024-12-29,60.6,Converted,True,170702
486,4813,Referral,2025-03-04,31.7,Converted,True,9661
487,47863,Outbound - Email,2026-04-22,24.6,Disqualified,False,95661
488,24661,Referral,2024-03-05,45.3,Nurturing,False,49363
489,115038,Outbound - Cold Call,2024-12-14,15.6,Converted,True,230229
490,30942,Partner Channel,2024-10-17,37.5,Converted,True,61996
491,14532,Referral,2025-05-26,24.6,Disqualified,False,29112
492,87679,Partner Channel,2026-06-02,44.0,Nurturing,False,175333
493,42528,Inbound - Web,2026-03-14,40.1,Converted,True,85068
494,108043,Partner Channel,2024-03-11,15.9,Nurturing,False,216193
495,23525,Outbound - Email,2026-04-16,26.5,Disqualified,False,47103
496,30371,Inbound - Web,2026-05-06,54.6,Converted,True,60885
497,95029,Trade Show / Event,2025-03-11,13.8,Nurturing,False,190102
498,5949,Outbound - Email,2026-02-05,14.0,Disqualified,False,11960
499,115990,Inbound - Web,2024-11-15,23.7,Converted,True,232130
500,86639,Referral,2025-03-17,55.0,Converted,True,173269
