account_id,account_name,industry,company_size_band,employees,annual_revenue_usd,territory_id,created_date,engagement_score
307,Anchor Ltd. 306,Professional Services,SMB,29,5768000.0,23,2022-05-24,17.2
308,Ironwood Holdings 307,Technology,Enterprise,9422,1676235000.0,17,2022-10-14,76.8
309,Nova Inc. 308,Professional Services,SMB,82,17304000.0,3,2022-07-19,61.9
310,Harbor Partners 309,Technology,Mid-Market,2470,473365000.0,3,2023-11-09,73.4
311,Lumen Partners 310,Healthcare,SMB,244,20314000.0,22,2023-06-09,55.3
312,Harbor Inc. 311,Media & Telecom,Enterprise,48145,7986678000.0,18,2023-07-20,51.6
313,Harbor Inc. 312,Manufacturing,SMB,155,34177000.0,10,2023-01-04,22.2
314,Granite Ltd. 313,Technology,SMB,89,10383000.0,7,2023-02-18,79.1
315,Atlas Holdings 314,Financial Services,SMB,77,11182000.0,23,2022-05-28,72.0
316,Meridian Partners 315,Retail & eCommerce,Mid-Market,1646,396469000.0,16,2023-04-04,51.1
317,Harbor Co. 316,Media & Telecom,Mid-Market,1157,136211000.0,24,2022-02-10,52.9
318,Nova LLC 317,Media & Telecom,Enterprise,47523,7665163000.0,21,2023-07-07,40.2
319,Orbit Inc. 318,Technology,SMB,120,10420000.0,4,2023-10-08,67.7
320,Granite Ltd. 319,Technology,SMB,160,23412000.0,23,2023-04-10,37.9
321,Atlas Holdings 320,Professional Services,SMB,36,5995000.0,6,2023-03-27,47.5
322,Harbor Solutions 321,Manufacturing,Mid-Market,398,88751000.0,1,2023-02-07,44.7
323,Anchor Holdings 322,Energy & Utilities,Mid-Market,833,184264000.0,22,2022-11-10,53.8
324,Granite Partners 323,Education,SMB,75,10929000.0,18,2023-08-24,42.6
325,Vertex Co. 324,Technology,Mid-Market,1261,324442000.0,7,2022-11-20,77.6
326,Orbit Partners 325,Professional Services,Mid-Market,671,65546000.0,7,2023-05-23,42.6
327,Silverline Partners 326,Technology,Enterprise,27465,6593517000.0,6,2023-08-28,57.8
328,Meridian Partners 327,Financial Services,SMB,154,15753000.0,12,2022-09-04,47.7
329,Crestline Holdings 328,Retail & eCommerce,SMB,98,16958000.0,15,2023-10-08,61.9
330,Granite Solutions 329,Financial Services,SMB,146,37383000.0,22,2023-09-11,58.4
331,Anchor Co. 330,Education,SMB,246,42386000.0,14,2023-06-03,59.3
332,Cedar Group 331,Education,SMB,225,55131000.0,10,2022-02-23,100.0
333,Bluewave Group 332,Media & Telecom,SMB,57,13134000.0,21,2022-05-09,70.8
334,Cedar Partners 333,Media & Telecom,SMB,198,28346000.0,21,2023-09-28,21.1
335,Summit LLC 334,Financial Services,SMB,161,31227000.0,12,2023-07-16,24.6
336,Summit Solutions 335,Technology,SMB,241,46497000.0,1,2023-02-28,49.0
337,Bluewave Co. 336,Government,Mid-Market,325,40783000.0,15,2023-08-11,100.0
338,Vertex Partners 337,Media & Telecom,SMB,193,48331000.0,12,2022-02-17,68.3
339,Summit Co. 338,Healthcare,Mid-Market,2163,553593000.0,17,2023-04-27,16.5
340,Crestline Inc. 339,Financial Services,Mid-Market,1695,296851000.0,16,2023-01-09,68.3
341,Harbor Holdings 340,Financial Services,SMB,78,13261000.0,9,2022-07-20,83.6
342,Orbit LLC 341,Technology,SMB,184,29278000.0,18,2023-11-27,51.7
343,Northgate Partners 342,Education,Enterprise,17303,2270522000.0,24,2022-11-19,30.4
344,Meridian Inc. 343,Healthcare,Enterprise,55431,8325474000.0,13,2023-09-18,39.3
345,Nova Partners 344,Professional Services,SMB,202,43886000.0,5,2023-08-03,55.2
346,Cedar Solutions 345,Professional Services,Mid-Market,1652,225740000.0,14,2023-07-28,62.5
347,Vantage Ltd. 346,Professional Services,SMB,87,9492000.0,21,2022-04-29,27.6
348,Lumen Solutions 347,Healthcare,SMB,108,24971000.0,11,2022-06-02,67.8
349,Bluewave Group 348,Healthcare,Mid-Market,415,79056000.0,23,2022-02-18,52.5
350,Granite Co. 349,Government,Mid-Market,743,92270000.0,11,2023-01-31,43.7
351,Summit Ltd. 350,Professional Services,SMB,215,48665000.0,21,2023-02-02,64.9
352,Meridian Co. 351,Financial Services,SMB,168,35920000.0,20,2022-06-20,43.8
353,Vertex Group 352,Energy & Utilities,Mid-Market,1003,119906000.0,18,2023-03-07,62.8
354,Silverline Solutions 353,Technology,Mid-Market,293,53361000.0,16,2023-05-19,46.9
355,Anchor Group 354,Energy & Utilities,Mid-Market,429,54866000.0,8,2022-06-18,92.5
356,Granite Group 355,Technology,Enterprise,6975,1618850000.0,15,2023-04-13,70.9
357,Cobalt Inc. 356,Technology,SMB,33,6893000.0,2,2022-03-06,57.9
358,Cedar LLC 357,Financial Services,SMB,188,19664000.0,13,2022-03-10,89.5
359,Northgate Group 358,Technology,Enterprise,7261,1100914000.0,19,2022-07-10,48.5
360,Harbor Solutions 359,Technology,SMB,69,8032000.0,14,2023-08-07,61.8
361,Cedar Co. 360,Technology,Mid-Market,2309,222097000.0,2,2022-07-29,59.5
362,Bluewave Partners 361,Financial Services,SMB,139,26539000.0,16,2023-09-04,55.0
363,Atlas Ltd. 362,Professional Services,SMB,58,13209000.0,11,2023-07-24,66.9
364,Cobalt Holdings 363,Technology,Enterprise,24039,6060662000.0,1,2023-07-16,55.8
365,Vertex Ltd. 364,Education,Mid-Market,502,68766000.0,20,2022-05-04,71.2
366,Granite Holdings 365,Professional Services,Mid-Market,1799,174652000.0,20,2022-01-02,59.0
367,Northgate Solutions 366,Technology,SMB,55,5331000.0,1,2022-05-01,29.5
368,Falcon Solutions 367,Technology,SMB,110,12939000.0,1,2023-04-23,41.8
369,Pinnacle Co. 368,Professional Services,Enterprise,42974,4377713000.0,24,2022-02-12,55.1
370,Pinnacle Group 369,Professional Services,SMB,203,34980000.0,17,2023-10-27,50.9
371,Cobalt LLC 370,Financial Services,Enterprise,41415,4585184000.0,3,2022-03-29,62.7
372,Nova Ltd. 371,Professional Services,SMB,118,28443000.0,23,2022-07-09,70.5
373,Anchor Ltd. 372,Technology,Enterprise,12255,3030643000.0,10,2022-05-11,78.1
374,Silverline Group 373,Healthcare,SMB,85,20993000.0,4,2023-03-12,58.4
375,Cedar LLC 374,Government,SMB,235,24537000.0,21,2023-05-07,67.1
376,Orbit Group 375,Manufacturing,SMB,147,19428000.0,12,2023-04-25,94.1
377,Meridian Solutions 376,Government,SMB,66,15279000.0,15,2022-04-08,83.5
378,Meridian Ltd. 377,Financial Services,Mid-Market,2151,304106000.0,4,2023-12-02,66.6
379,Harbor Holdings 378,Government,SMB,58,9074000.0,24,2022-11-23,40.3
380,Meridian Inc. 379,Financial Services,SMB,58,13733000.0,20,2023-07-14,68.8
381,Crestline Inc. 380,Healthcare,SMB,153,15195000.0,23,2022-05-12,80.9
382,Harbor Ltd. 381,Manufacturing,SMB,183,23123000.0,5,2023-12-02,35.2
383,Vertex Group 382,Manufacturing,Enterprise,4137,903047000.0,14,2023-09-30,61.9
384,Northgate Group 383,Government,SMB,70,17307000.0,22,2023-04-03,55.3
385,Silverline Partners 384,Technology,Mid-Market,700,132456000.0,10,2023-09-30,51.5
386,Lumen Partners 385,Technology,SMB,233,45765000.0,13,2023-12-05,68.8
387,Summit Holdings 386,Technology,Enterprise,22318,3836776000.0,14,2022-01-29,78.0
388,Atlas LLC 387,Technology,SMB,105,21579000.0,4,2022-08-26,60.4
389,Lumen Solutions 388,Professional Services,SMB,178,43522000.0,19,2023-12-04,59.0
390,Vertex LLC 389,Healthcare,Mid-Market,648,125920000.0,14,2023-11-11,74.1
391,Falcon Holdings 390,Media & Telecom,SMB,56,13911000.0,1,2022-04-01,46.7
392,Anchor Inc. 391,Technology,Mid-Market,2431,562072000.0,3,2022-04-25,48.6
393,Cobalt Co. 392,Education,Enterprise,38715,4667481000.0,24,2022-12-09,55.0
394,Falcon Solutions 393,Financial Services,Mid-Market,2285,568778000.0,13,2023-07-03,37.6
395,Ironwood LLC 394,Healthcare,Mid-Market,2055,397184000.0,15,2022-12-20,68.5
396,Granite Holdings 395,Energy & Utilities,SMB,137,33961000.0,23,2023-08-19,33.5
397,Silverline Solutions 396,Media & Telecom,SMB,176,35513000.0,24,2023-02-20,55.7
398,Cobalt LLC 397,Energy & Utilities,SMB,68,17554000.0,13,2022-11-20,35.6
399,Northgate Ltd. 398,Manufacturing,SMB,187,35797000.0,24,2023-10-15,51.2
400,Anchor Inc. 399,Manufacturing,Mid-Market,2426,544616000.0,5,2022-08-19,37.2
401,Cobalt Holdings 400,Education,SMB,27,2488000.0,16,2023-08-02,47.7
402,Northgate Inc. 401,Manufacturing,Mid-Market,1477,383294000.0,19,2022-06-21,72.9
403,Meridian LLC 402,Government,SMB,245,20838000.0,18,2023-05-13,65.1
404,Orbit Holdings 403,Retail & eCommerce,Mid-Market,813,198738000.0,5,2023-05-15,43.4
405,Northgate Ltd. 404,Retail & eCommerce,SMB,66,7152000.0,3,2022-03-31,80.5
406,Bluewave Ltd. 405,Professional Services,Enterprise,28658,7340432000.0,13,2023-04-07,80.8
407,Orbit Inc. 406,Education,SMB,196,17983000.0,24,2023-03-31,41.3
408,Cedar Ltd. 407,Technology,Mid-Market,1513,196348000.0,18,2023-11-01,28.3
409,Ironwood Solutions 408,Technology,Mid-Market,1311,161708000.0,20,2023-05-31,48.2
410,Cobalt Group 409,Retail & eCommerce,SMB,82,11405000.0,2,2022-04-25,40.3
411,Crestline LLC 410,Financial Services,SMB,67,13297000.0,8,2023-06-02,54.6
412,Vantage Partners 411,Manufacturing,Mid-Market,1130,189253000.0,13,2023-08-29,61.9
413,Cobalt Ltd. 412,Healthcare,SMB,5,934000.0,21,2022-01-01,92.0
414,Vantage Solutions 413,Government,Mid-Market,922,127752000.0,11,2023-07-31,54.0
415,Cedar Ltd. 414,Professional Services,SMB,70,15498000.0,2,2023-08-09,36.7
416,Vertex LLC 415,Retail & eCommerce,SMB,225,50643000.0,7,2022-06-05,79.9
417,Cobalt Partners 416,Healthcare,Mid-Market,1803,209974000.0,22,2023-09-27,40.3
418,Anchor Partners 417,Manufacturing,Enterprise,10511,2424461000.0,19,2022-06-17,38.0
419,Orbit LLC 418,Financial Services,SMB,35,3832000.0,2,2023-10-19,39.4
420,Pinnacle Ltd. 419,Healthcare,Enterprise,49355,7312958000.0,5,2022-02-24,71.6
421,Silverline Ltd. 420,Retail & eCommerce,SMB,217,22272000.0,24,2022-03-09,59.0
422,Pinnacle LLC 421,Education,SMB,193,26783000.0,3,2023-03-11,55.8
423,Cobalt Partners 422,Technology,SMB,165,29755000.0,19,2022-08-06,26.5
424,Anchor Group 423,Technology,Mid-Market,1846,192518000.0,2,2023-03-22,57.0
425,Atlas Solutions 424,Manufacturing,SMB,149,31751000.0,21,2023-05-10,100.0
426,Atlas Partners 425,Energy & Utilities,SMB,158,18583000.0,22,2023-07-02,61.3
427,Northgate Ltd. 426,Retail & eCommerce,Mid-Market,496,52787000.0,5,2022-03-30,53.3
428,Meridian Ltd. 427,Technology,Enterprise,32677,6452489000.0,2,2022-05-27,40.6
429,Vertex Holdings 428,Energy & Utilities,SMB,66,6976000.0,20,2022-12-29,22.0
430,Nova Co. 429,Financial Services,SMB,68,11626000.0,12,2023-05-11,45.0
431,Nova Group 430,Financial Services,Mid-Market,1922,282981000.0,1,2022-10-12,63.1
432,Meridian Ltd. 431,Media & Telecom,Enterprise,5739,750855000.0,18,2023-06-22,62.4
433,Ironwood Co. 432,Technology,SMB,175,25628000.0,5,2023-02-14,58.1
434,Vantage LLC 433,Manufacturing,SMB,123,20766000.0,5,2023-10-27,26.6
435,Atlas Ltd. 434,Retail & eCommerce,SMB,224,49992000.0,18,2022-01-15,73.1
436,Falcon Co. 435,Manufacturing,Enterprise,30123,6222303000.0,8,2023-04-19,34.0
437,Vertex Holdings 436,Education,Mid-Market,2314,486216000.0,11,2022-12-28,50.9
438,Silverline Holdings 437,Manufacturing,Mid-Market,2085,370543000.0,24,2022-09-18,56.4
439,Bluewave Inc. 438,Technology,SMB,96,9194000.0,9,2023-10-31,70.8
440,Cedar Inc. 439,Manufacturing,Mid-Market,1553,190046000.0,22,2022-02-20,33.4
441,Ironwood Solutions 440,Financial Services,Mid-Market,2367,373241000.0,4,2023-11-21,25.4
442,Meridian Holdings 441,Technology,SMB,165,24363000.0,24,2023-04-20,38.2
443,Anchor Group 442,Technology,SMB,218,23068000.0,9,2022-02-09,60.4
444,Cedar Holdings 443,Professional Services,Enterprise,25740,4064120000.0,13,2023-04-04,58.0
445,Cobalt Partners 444,Healthcare,Mid-Market,883,176651000.0,16,2023-02-06,56.8
446,Vantage Ltd. 445,Healthcare,SMB,89,8525000.0,14,2022-12-23,38.2
447,Bluewave Partners 446,Technology,SMB,220,20693000.0,1,2023-08-15,23.4
448,Nova Ltd. 447,Healthcare,Mid-Market,2400,549574000.0,19,2023-09-30,74.6
449,Cobalt LLC 448,Manufacturing,Enterprise,6628,621119000.0,12,2022-03-02,89.5
450,Granite Ltd. 449,Retail & eCommerce,Enterprise,43254,9863719000.0,9,2022-12-13,36.9
451,Ironwood Partners 450,Manufacturing,Enterprise,13601,2678478000.0,4,2023-07-03,84.7
452,Pinnacle Co. 451,Energy & Utilities,SMB,119,24747000.0,18,2022-09-11,87.1
453,Atlas LLC 452,Energy & Utilities,SMB,21,4721000.0,9,2022-07-04,63.6
454,Lumen Co. 453,Technology,Mid-Market,627,123463000.0,19,2023-06-29,40.9
455,Anchor Holdings 454,Technology,SMB,53,9714000.0,8,2022-12-31,50.0
456,Bluewave Partners 455,Technology,SMB,121,24822000.0,14,2023-04-28,78.2
457,Northgate Co. 456,Retail & eCommerce,SMB,191,27800000.0,18,2022-08-04,73.2
458,Granite Partners 457,Technology,Enterprise,37843,9716680000.0,17,2022-02-16,79.3
459,Atlas Ltd. 458,Professional Services,Enterprise,18977,1532982000.0,3,2023-05-19,71.0
460,Nova Partners 459,Government,SMB,210,27061000.0,1,2022-05-24,44.6
461,Summit Holdings 460,Professional Services,SMB,30,4246000.0,14,2022-11-26,30.8
462,Silverline Holdings 461,Financial Services,SMB,33,2870000.0,14,2022-07-09,43.4
463,Vertex Inc. 462,Media & Telecom,Mid-Market,1831,392120000.0,5,2023-01-25,47.7
464,Silverline Solutions 463,Technology,SMB,88,10053000.0,10,2023-08-30,38.7
465,Northgate LLC 464,Healthcare,SMB,77,8072000.0,12,2022-11-21,79.5
466,Vantage Ltd. 465,Healthcare,Enterprise,17676,3154461000.0,20,2022-04-19,50.6
467,Harbor Holdings 466,Media & Telecom,Enterprise,35281,6452190000.0,13,2023-07-31,61.4
468,Silverline Co. 467,Retail & eCommerce,SMB,209,51794000.0,22,2023-03-15,72.3
469,Harbor LLC 468,Professional Services,SMB,173,29842000.0,3,2023-11-04,46.1
470,Falcon Inc. 469,Technology,SMB,208,18297000.0,6,2023-06-14,66.4
471,Cobalt Inc. 470,Media & Telecom,Mid-Market,2324,583753000.0,4,2022-11-17,69.0
472,Lumen Co. 471,Financial Services,Enterprise,55407,10334675000.0,1,2022-04-25,24.7
473,Crestline Group 472,Financial Services,SMB,198,47973000.0,6,2023-10-29,72.0
474,Orbit Holdings 473,Media & Telecom,SMB,189,27897000.0,17,2023-10-30,85.9
475,Harbor Inc. 474,Healthcare,Enterprise,41915,3516716000.0,2,2023-03-29,86.7
476,Harbor Holdings 475,Healthcare,SMB,160,19423000.0,19,2023-10-08,33.1
477,Falcon Inc. 476,Retail & eCommerce,Mid-Market,613,127137000.0,16,2022-09-10,66.1
478,Harbor Holdings 477,Technology,SMB,72,14952000.0,14,2022-10-18,40.8
479,Northgate Solutions 478,Healthcare,SMB,212,48639000.0,23,2023-11-15,51.4
480,Silverline LLC 479,Manufacturing,Enterprise,41034,7829236000.0,12,2022-12-05,70.8
481,Falcon LLC 480,Technology,Mid-Market,1332,283665000.0,24,2023-02-09,76.5
482,Ironwood LLC 481,Professional Services,Enterprise,19398,2196289000.0,18,2023-01-23,51.5
483,Granite Co. 482,Retail & eCommerce,SMB,192,33159000.0,16,2023-10-19,36.1
484,Harbor Solutions 483,Healthcare,SMB,106,13166000.0,17,2023-01-04,42.7
485,Vertex LLC 484,Healthcare,SMB,208,38322000.0,2,2022-12-15,89.5
486,Granite Partners 485,Financial Services,SMB,163,38950000.0,21,2023-08-28,68.4
487,Anchor Group 486,Retail & eCommerce,Enterprise,39351,5998357000.0,19,2023-03-14,14.8
488,Nova Partners 487,Energy & Utilities,SMB,24,6083000.0,2,2022-11-12,56.2
489,Harbor Holdings 488,Media & Telecom,Enterprise,33038,4743478000.0,17,2022-10-16,64.0
490,Granite Holdings 489,Healthcare,SMB,41,6559000.0,13,2023-11-19,42.4
491,Vantage Holdings 490,Healthcare,Mid-Market,1399,241478000.0,10,2023-02-26,74.2
492,Meridian Partners 491,Financial Services,SMB,129,28488000.0,17,2022-11-12,93.8
493,Summit Partners 492,Retail & eCommerce,SMB,105,18011000.0,23,2023-05-12,16.2
494,Vertex Holdings 493,Financial Services,SMB,5,927000.0,18,2022-08-16,77.0
495,Bluewave Inc. 494,Education,SMB,68,6242000.0,11,2022-04-27,36.0
496,Falcon Ltd. 495,Retail & eCommerce,SMB,143,25236000.0,16,2023-09-18,60.9
497,Harbor Solutions 496,Healthcare,Mid-Market,355,73670000.0,11,2022-08-09,36.5
498,Silverline Inc. 497,Healthcare,SMB,187,24623000.0,6,2022-04-03,40.2
499,Northgate Partners 498,Healthcare,Enterprise,54603,8000008000.0,14,2022-04-16,35.5
500,Crestline Co. 499,Technology,SMB,22,5636000.0,20,2022-10-05,32.9
