history_id,opportunity_id,stage,entered_date,exited_date,duration_days,still_in_stage,days_in_stage_so_far
451,124,Needs Analysis,2025-03-28,2025-04-16,19.0,False,
452,124,Proposal,2025-04-16,2025-06-01,46.0,False,
453,125,Qualification,2024-11-08,2024-11-11,3.0,False,
454,125,Needs Analysis,2024-11-11,2024-11-15,4.0,False,
455,125,Proposal,2024-11-15,2024-11-20,5.0,False,
456,125,Negotiation,2024-11-20,2024-11-25,5.0,False,
457,126,Qualification,2025-06-10,2025-06-16,6.0,False,
458,126,Needs Analysis,2025-06-16,2025-06-27,11.0,False,
459,126,Proposal,2025-06-27,2025-07-09,12.0,False,
460,126,Negotiation,2025-07-09,2025-07-22,13.0,False,
461,127,Qualification,2025-02-23,2025-03-13,18.0,False,
462,127,Needs Analysis,2025-03-13,2025-04-12,30.0,False,
463,127,Proposal,2025-04-12,2025-05-18,36.0,False,
464,127,Negotiation,2025-05-18,2025-06-23,36.0,False,
465,128,Qualification,2025-03-02,2025-03-09,7.0,False,
466,128,Needs Analysis,2025-03-09,2025-03-21,12.0,False,
467,128,Proposal,2025-03-21,2025-04-04,14.0,False,
468,128,Negotiation,2025-04-04,2025-04-18,14.0,False,
469,129,Qualification,2024-02-18,2024-02-28,10.0,False,
470,129,Needs Analysis,2024-02-28,2024-03-17,18.0,False,
471,129,Proposal,2024-03-17,2024-04-07,21.0,False,
472,129,Negotiation,2024-04-07,2024-04-28,21.0,False,
473,130,Qualification,2024-06-05,2024-06-18,13.0,False,
474,130,Needs Analysis,2024-06-18,2024-07-09,21.0,False,
475,130,Proposal,2024-07-09,2024-08-29,51.0,False,
476,131,Qualification,2024-12-29,2025-01-07,9.0,False,
477,131,Needs Analysis,2025-01-07,2025-01-21,14.0,False,
478,131,Proposal,2025-01-21,2025-02-25,35.0,False,
479,132,Qualification,2025-07-31,2025-08-14,14.0,False,
480,132,Needs Analysis,2025-08-14,2025-09-05,22.0,False,
481,132,Proposal,2025-09-05,2025-10-03,28.0,False,
482,132,Negotiation,2025-10-03,2025-10-30,27.0,False,
483,133,Qualification,2024-02-20,2024-03-01,10.0,False,
484,133,Needs Analysis,2024-03-01,2024-03-18,17.0,False,
485,133,Proposal,2024-03-18,2024-04-27,40.0,False,
486,134,Qualification,2024-04-24,2024-05-07,13.0,False,
487,134,Needs Analysis,2024-05-07,2024-05-28,21.0,False,
488,134,Proposal,2024-05-28,2024-06-22,25.0,False,
489,134,Negotiation,2024-06-22,2024-07-18,26.0,False,
490,135,Qualification,2025-02-18,2025-03-05,15.0,False,
491,135,Needs Analysis,2025-03-05,2025-03-29,24.0,False,
492,135,Proposal,2025-03-29,2025-04-28,30.0,False,
493,135,Negotiation,2025-04-28,2025-05-27,29.0,False,
494,136,Qualification,2025-09-10,2025-09-23,13.0,False,
495,136,Needs Analysis,2025-09-23,2025-10-14,21.0,False,
496,136,Proposal,2025-10-14,2025-11-08,25.0,False,
497,136,Negotiation,2025-11-08,2025-12-04,26.0,False,
498,137,Qualification,2025-03-12,2025-04-08,27.0,False,
499,137,Needs Analysis,2025-04-08,2025-05-23,45.0,False,
500,137,Proposal,2025-05-23,2025-07-16,54.0,False,
